OBJECTID,Title,Description,LON,LAT,Image URL,Link URL,Link Label,SOURCE,STATUS_1
3682,רעננה דרום,תחנת רכבת רעננה דרום,34.88618504,32.17260631,,,לפרוייקטים בתחנה/מקטע,תתל/ 15 מח/ 113,נוסעים
3683,מזכרת בתיה,תחנת רכבת מזכרת בתיה,34.85603972,31.84216936,,,לפרוייקטים בתחנה/מקטע,תתל/ 3/ 4/ 9/ א,נוסעים
3684,מחלף גדרה,תחנת רכבת מחלף גדרה,34.77263663,31.7995581,,,לפרוייקטים בתחנה/מקטע,תתל/ 79,בתכנון
3685,כפר סבא צפון,תחנת רכבת כפר סבא צפון,34.95495313,32.1931697,,,לפרוייקטים בתחנה/מקטע,תתל/22,בתכנון
3686,פארן,תחנת רכבת פארן,35.18201871,30.3642992,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3687,לוד גני אביב,תחנת רכבת לוד גני אביב,34.87864728,31.96694019,,,לפרוייקטים בתחנה/מקטע,לד/ 751,נוסעים
3688,ירוחם נוסעים,תחנת רכבת ירוחם נוסעים,34.93849046,30.99000371,,,לפרוייקטים בתחנה/מקטע,תכנית 607-0193185,בתכנון
3689,סדום,תחנת רכבת סדום,35.3630303,31.036527,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3690,ארז,תחנת רכבת ארז,34.54584895,31.5575407,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3691,אילת,תחנת רכבת אילת,34.94011136,29.53385568,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3692,יוטבתה,תחנת רכבת יוטבתה,35.06506034,29.8924949,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3693,יהל,תחנת רכבת יהל,35.13784312,30.07876966,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3694,בתיר,תחנת רכבת בתיר,35.14148986,31.73229271,,,לפרוייקטים בתחנה/מקטע,היסטורית,תפעולית
3695,בר גיורא,תחנת רכבת בר גיורא,35.07428147,31.74768941,,,לפרוייקטים בתחנה/מקטע,היסטורית,תפעולית
3696,צריפין,תחנת רכבת צריפין,34.83933153,31.9600827,,,לפרוייקטים בתחנה/מקטע,תחנה הסטורית,הסטורית
3697,ערד,תחנת רכבת ערד,35.20520338,31.25196337,,,לפרוייקטים בתחנה/מקטע,652-0203216,בתכנון
3698,רמת בקע,תחנת רכבת רמת בקע,34.87762665,31.11197606,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3699,אשלים,תחנת רכבת אשלים,34.70537907,30.95747982,,,לפרוייקטים בתחנה/מקטע,תמא 23/ 10,בתכנון
3700,גורל דרום,תחנת רכבת גורל דרום,34.79267952,31.30926674,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3701,גורל מערב,תחנת רכבת גורל מערב,34.78409938,31.32557278,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3702,ענבה,תחנת רכבת ענבה,34.9512324,31.88121046,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3703,העמקים,תחנת רכבת העמקים,35.09498525,32.72508381,,,לפרוייקטים בתחנה/מקטע,תתל 13_2_6,בתכנון
3704,תל יוסף,תחנת רכבת תל יוסף,35.36213058,32.55729941,,,לפרוייקטים בתחנה/מקטע,תתל 13_2_6,תפעולית
3705,גשר,תחנת רכבת גשר,35.56109248,32.61960766,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3537,משאבי שדה,תחנת רכבת משאבי שדה,34.78619546,31.01180587,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3538,ניצנה,תחנת רכבת ניצנה,34.42184965,30.88686569,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3539,נבטים,תחנת רכבת נבטים,34.93607249,31.19467034,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3540,סביוני ים,תחנת רכבת סביוני ים,35.08715632,32.8572258,,,לפרוייקטים בתחנה/מקטע,ק/ 408,בתכנון
3541,טירת הכרמל,תחנת רכבת טירת הכרמל,34.96786042,32.75741508,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3542,קרית ספיר נתניה,תחנת רכבת קרית ספיר נתניה,34.8654004,32.27949415,,,לפרוייקטים בתחנה/מקטע,נת/ 368/ 20,נוסעים
3543,ירושלים חאן,תחנת רכבת ירושלים חאן,35.2244363,31.76762983,,,לפרוייקטים בתחנה/מקטע,,הסטורית
3544,ראש הנקרה,תחנת רכבת ראש הנקרה,35.10452213,33.09334415,,,לפרוייקטים בתחנה/מקטע,תחנה הסטורית,הסטורית
3545,טבריה,תחנת רכבת טבריה,35.50305302,32.77151419,,,לפרוייקטים בתחנה/מקטע,תממ/ 2,בתכנון
3546,צומת גולני,תחנת רכבת צומת גולני,35.42887782,32.78004608,,,לפרוייקטים בתחנה/מקטע,תממ/ 2,בתכנון
3549,נהר הירדן,תחנת רכבת נהר הירדן,35.57392506,32.49697781,,,לפרוייקטים בתחנה/מקטע,תתל/ 13/ א/ 1,בתכנון
3551,רוטנברג,תחנת רכבת רוטנברג,34.53162872,31.62389072,,,לפרוייקטים בתחנה/מקטע,243 /03 /6,בתכנון
3552,ראשון לציון מכללות,תחנת רכבת ראשון לציון מכללות,34.77157976,31.97199831,,,לפרוייקטים בתחנה/מקטע,מח/ 147,בתכנון
3554,עין יהב,תחנת רכבת עין יהב,35.21237889,30.64820955,,,לפרוייקטים בתחנה/מקטע,מסילת ברזל באר שבע - אילת קטע צפוני,בתכנון
3556,יבנה מערב,תחנת רכבת יבנה מערב,34.73146914,31.89116774,,,לפרוייקטים בתחנה/מקטע,מח/ 148,נוסעים
3557,עוז שלום (קרני),תחנת רכבת עוז שלום (קרני),34.49208351,31.48156959,,,לפרוייקטים בתחנה/מקטע,תמא 23/ 10,בתכנון
3558,רמלה - ק. האומנים,תחנת רכבת רמלה - ק. האומנים,34.86486379,31.91606985,,,לפרוייקטים בתחנה/מקטע,מח/ 273,בבניה
3560,יצחק שדה,תחנת רכבת יצחק שדה,34.79032366,32.0649734,,,לפרוייקטים בתחנה/מקטע,תתל/ 33,בתכנון
3561,שפירים,תחנת רכבת שפירים,34.84367857,32.00184039,,,לפרוייקטים בתחנה/מקטע,תתל/ 33,בתכנון
3562,ראשון לציון מרכז,תחנת רכבת ראשון לציון מרכז,34.78491108,31.9663375,,,לפרוייקטים בתחנה/מקטע,מח/ 147,בתכנון
3563,גלילות דרום,תחנת רכבת גלילות דרום,34.81008993,32.13201374,,,לפרוייקטים בתחנה/מקטע,רש/800,בתכנון
3564,גלילות צפון,תחנת רכבת גלילות צפון,34.81074934,32.14601024,,,לפרוייקטים בתחנה/מקטע,רש/760,בתכנון
3565,צומת דניאל,תחנת רכבת צומת דניאל,34.93701721,31.90544635,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3566,צומת זבולון,תחנת רכבת צומת זבולון,35.01721389,32.80004536,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3567,צומת נעמן,תחנת רכבת צומת נעמן,35.08862755,32.8899328,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3568,צומת רמז,תחנת רכבת צומת רמז,34.94756287,32.47022071,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3569,צומת יוספטל,תחנת רכבת צומת יוספטל,34.76138322,32.0207079,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3570,צומת תל ברוך,תחנת רכבת צומת תל ברוך,34.81035869,32.12218309,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3571,ראשון לציון דרום,תחנת רכבת ראשון לציון דרום,34.75627203,31.97332382,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3572,צומת חמד,תחנת רכבת צומת חמד,34.93545925,32.14897893,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3573,ראש העין מערב,תחנת רכבת ראש העין מערב,34.92390623,32.11057931,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3574,ניצנים,תחנת רכבת ניצנים,34.62856711,31.71528951,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3575,צומת גנות,תחנת רכבת צומת גנות,34.82262424,32.01731728,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3576,נתב''ג תפעולי,תחנת רכבת נתב''ג תפעולי,34.88401832,31.99243979,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3577,ערוער,תחנת רכבת ערוער,34.99816575,31.147999,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3578,ממשית,תחנת רכבת ממשית,35.07295191,31.03745712,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3579,שקמה,תחנת רכבת שקמה,34.58572991,31.62368059,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3580,אחוזם,תחנת רכבת אחוזם,34.78238487,31.53471751,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3581,תל נגילה,תחנת רכבת תל נגילה,34.78267553,31.48179079,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3583,צומת פלשת,תחנת רכבת צומת פלשת,34.71853326,31.84293087,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3584,טירה-כוכב יאיר,תחנת רכבת טירה-כוכב יאיר,34.97679384,32.22988291,,,לפרוייקטים בתחנה/מקטע,תתל/22,בבניה
3586,משמר אילון,תחנת רכבת משמר אילון,34.97145097,31.86773584,,,לפרוייקטים בתחנה/מקטע,תמא 16/23/א/1,תפעולית
3587,"ק""מ 187","תחנת רכבת ק""מ 187",35.22315564,30.83704787,,,לפרוייקטים בתחנה/מקטע,צו 32,בתכנון
3588,שדרות תפעולית,תחנת רכבת שדרות תפעולית,34.59019667,31.49896709,,,לפרוייקטים בתחנה/מקטע,תתל4/14/ב,תפעולית
3589,נשר,תחנת רכבת נשר,35.0469034,32.77536571,,,לפרוייקטים בתחנה/מקטע,תתל 13_2_6,תפעולית
3590,קרית אתא,תחנת רכבת קרית אתא,35.10962836,32.81862656,,,לפרוייקטים בתחנה/מקטע,תמא 23/ 15,בתכנון
3591,יגור,תחנת רכבת יגור,35.07773147,32.74365723,,,לפרוייקטים בתחנה/מקטע,תחנה הסטורית,הסטורית
3592,אלרואי,תחנת רכבת אלרואי,35.10291421,32.70942827,,,לפרוייקטים בתחנה/מקטע,תחנה הסטורית,הסטורית
3593,קרית חרושת,תחנת רכבת קרית חרושת,35.1079908,32.69220439,,,לפרוייקטים בתחנה/מקטע,תחנה הסטורית,הסטורית
3594,חדרה מערב,תחנת רכבת חדרה מערב,34.89929408,32.4381523,,,לפרוייקטים בתחנה/מקטע,"חד/ 1300 , צו 1",נוסעים
3596,אשקלון,תחנת רכבת אשקלון,34.6047805,31.67667121,,,לפרוייקטים בתחנה/מקטע,4 /106 /03 /4(ד/ 277/ ו),נוסעים
3597,בנימינה,תחנת רכבת בנימינה,34.94991984,32.51441542,,,לפרוייקטים בתחנה/מקטע,ש/ 23/ א,נוסעים
3598,באר שבע מרכז,תחנת רכבת באר שבע מרכז,34.79832346,31.24321895,,,לפרוייקטים בתחנה/מקטע,22 /102 /02 /5,נוסעים
3599,באר שבע אוניברסיטה,תחנת רכבת באר שבע אוניברסיטה,34.80921192,31.26195546,,,לפרוייקטים בתחנה/מקטע,5 /02 /102 /103,נוסעים
3600,חדרה מזרח,תחנת רכבת חדרה מזרח,34.95080301,32.44475411,,,לפרוייקטים בתחנה/מקטע,תתל/22,מסוף מטענים
3601,חיפה בת גלים,תחנת רכבת חיפה בת גלים,34.98179869,32.83054016,,,לפרוייקטים בתחנה/מקטע,חפ/ 1501,נוסעים
3602,חיפה מרכז השמונה,תחנת רכבת חיפה מרכז השמונה,34.9970313,32.82215916,,,לפרוייקטים בתחנה/מקטע,חפ/ 1144,נוסעים
3603,חיפה מזרח,תחנת רכבת חיפה מזרח,35.0072284,32.80990292,,,לפרוייקטים בתחנה/מקטע,חפ/ 146,תפעולית
3604,לוד,תחנת רכבת לוד,34.87865572,31.94690096,,,לפרוייקטים בתחנה/מקטע,לד/ 1000,נוסעים
3706,צמח,תחנת רכבת צמח,35.59352911,32.70445301,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3707,חמת גדר,תחנת רכבת חמת גדר,35.66655177,32.68681277,,,לפרוייקטים בתחנה/מקטע,תמא 23,בתכנון
3708,אחיטוב,תחנת רכבת אחיטוב,35.00304325,32.38149513,,,לפרוייקטים בתחנה/מקטע,תתל/22,בבניה
3709,טייבה (שער אפריים),תחנת רכבת טייבה (שער אפריים),34.99629584,32.27648081,,,לפרוייקטים בתחנה/מקטע,תתל/22,בבניה
3710,מודיעין מרכז,תחנת רכבת מודיעין מרכז,35.00567228,31.90112434,,,לפרוייקטים בתחנה/מקטע,צו 56 מד/ 23,נוסעים
3711,בני דרום,תחנת רכבת בני דרום,34.70154565,31.81970238,,,לפרוייקטים בתחנה/מקטע,מח/ 140,בתכנון
3712,שבי ציון עין שרה,תחנת רכבת שבי ציון עין שרה,35.09112498,32.98794519,,,לפרוייקטים בתחנה/מקטע,ג/15798,בתכנון
3713,תעופה דרום,תחנת רכבת תעופה דרום,34.90068533,31.9703477,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3714,"מתחם רג""מ","תחנת רכבת מתחם רג""מ",34.89707702,31.9230618,,,לפרוייקטים בתחנה/מקטע,תתל/ 45/ א,מסוף בתכנון
3715,תעופה מערב,תחנת רכבת תעופה מערב,34.89849881,31.98076725,,,לפרוייקטים בתחנה/מקטע,מפת ענפים,תפעולית
3716,עיר הבהדים,תחנת רכבת עיר הבהדים,34.84005641,31.05991297,,,לפרוייקטים בתחנה/מקטע,ד/ 11/ 03/ 266,בתכנון
3717,ירושלים יצחק נבון,תחנת רכבת ירושלים יצחק נבון,35.20263012,31.78844749,,,לפרוייקטים בתחנה/מקטע,"תמא/ 23/ 16/ א/ 2, צו 57",נוסעים
3718,קרית חיים,תחנת רכבת קרית חיים,35.06422508,32.82480376,,,לפרוייקטים בתחנה/מקטע,תמא/ 23/ 15,נוסעים
3719,כסייפה,תחנת רכבת כסייפה,35.10525269,31.23013247,,,לפרוייקטים בתחנה/מקטע,652-0203216,בתכנון
3720,חצבה,תחנת רכבת חצבה,35.23444751,30.77513833,,,לפרוייקטים בתחנה/מקטע,מסילת ברזל באר שבע - אילת קטע צפוני,בתכנון
3721,מרכז ספיר,תחנת רכבת מרכז ספיר,35.19255111,30.60832374,,,לפרוייקטים בתחנה/מקטע,מסילת ברזל באר שבע - אילת קטע צפוני,בתכנון
3723,מרכזית המפרץ קו העמק (לב המפרץ מזרח),תחנת רכבת מרכזית המפרץ קו העמק (לב המפרץ מזרח),35.03365428,32.79249447,,,לפרוייקטים בתחנה/מקטע,תתל_13_2_6,נוסעים
3725,לוד צפון,תחנת רכבת לוד צפון,34.89776252,31.96249911,,,לפרוייקטים בתחנה/מקטע,תתל 22,בתכנון
3726,נבטים ערוער,תחנת רכבת נבטים ערוער,35.03814458,31.16945683,,,לפרוייקטים בתחנה/מקטע,ד/265/03/11,בתכנון
3727,אשדוד נמל היובל,תחנת רכבת אשדוד נמל היובל,34.64862671,31.8232105,,,לפרוייקטים בתחנה/מקטע,מפת הענפים,בתכנון
3728,מגרש חיפה מתחם דיזלים,תחנת רכבת מגרש חיפה מתחם דיזלים,35.01286281,32.80442054,,,לפרוייקטים בתחנה/מקטע,חפ/ 146,תפעולית
